quarter,possession_id,time,timestamp,player,event,shotclock,set,additional_tags,lineup
q1,,10:00,,,sub,,,,2/3/4/9/13
,1,9:45,6:11,13,c3z1,9,wheel,flip,
,2,9:28,6:46,-21,TO,6,man,,
,3,9:13,7:06,13,c4z1m,11,motion,,
,4,9:01,7:20,-13,c2z8m,14,zone,,
,4,8:55,7:40,-10,f,,zone,,
,4,8:55,7:40,-10,f,,zone,,
,5,8:51,8:10,2,TO,20,,opp press,
,6,8:49,8:16,-10,c3z1,21,transition,,
,7,8:46,8:20,13,TO,21,,,
,8,8:34,8:36,-5,c4z1m,18,zone,,
,9,8:28,9:02,3,c3z1,10,pnr #9,,
,10,8:19,9:13,-13,f,,zone,,
,10,8:19,9:13,-13,mf,,zone,,
,11,7:57,10:10,9,c4z1m,6,motion,,
,11,7:48,10:20,4,c2z3m,3,motion,,
,11,7:40,10:44,4,c2z9m,6,BLOB cross,,
,11,7:37,10:45,13,c3z1,10,,,
,12,7:32,10:55,-10,c2z8,19,zone,,
,13,7:07,11:45,13,f,,pnr,,
,13,7:07,11:45,13,f,,pnr,,
,,7:07,,,sub,,,,2/3/4/11/13
,14,6:55,12:25,-13,c4z8,12,zone,,
,15,6:41,12:42,3,c2z6m,13,drive+kick,,
,6:38,,,sub,,,,3/5/8/11/13
,15,6:26,13:20,5,c2z8m,6,,,
,15,6:20,13:25,11,c4z1,8,,,
,16,6:14,13:36,-13,c1z9m,20,man,,
,17,5:51,14:00,13,c4z7m,4,pnr,,
,17,5:47,14:04,8,c4z1m,8,pnr,,
,18,5:35,14:15,-5,c3z3m,12,man,,
,19,5:21,14:30,3,TO,10,post up,,
,20,5:15,14:35,-13,c2z1,20,transition,,
,21,5:09,14:44,3,f,,quick,,
,21,5:09,14:44,3,f,,quick,,
,,5:09,,,sub,,,,2/5/8/10/11
,22,4:54,16:00,-15,c4z1m,9,zone,,
,23,4:46,16:10,11,c2z1,18,transition,,
,24,4:38,16:20,-13,c3z4,12,zone,,
,25,4:19,16:40,8,c2z9m,6,motion,,
,26,4:07,15:56,-5,TO,13,man,,
,27,3:56,17:15,10,c3z7,10,wheel,flip,
,,3:41,,,sub,,,,1/2/8/10/11
,28,3:40,18:05,-11,c3z1,6,man,,
,29,3:30,18:15,2,TO,14,wheel,* bad pass,
,,3:29,,,sub,,,,1/2/8/10/13
,30,3:20,18:35,-5,TO,15,man,,
,31,3:15,18:40,2,c3z1m,19,transition,,
,32,3:12,18:47,-15,TO,23,,,
,33,2:56,19:30,8,f,,wheel,,
,33,2:56,19:30,8,f,,wheel,,
,34,2:43,20:15,-11,c1z9m,11,zone,*,
,34,2:39,20:20,-13,c2z3,10,zone,,
,35,2:25,20:40,2,c3z3m,10,wheel,split,
,36,2:15,20:45,-13,c3z6m,18,zone,2-3,
,37,1:58,21:50,10,f,,motion,,
,37,1:58,21:50,10,f,,motion,,
,,1:58,,,sub,,,,1/2/7/12/13
,38,1:41,22:40,-11,c2z1m,7,zone,,
,39,1:34,22:50,13,c2z6m,18,transition,,
,40,1:24,23:00,-15,c3z5m,18,zone,,
,41,1:11,23:10,2,c3z3,16,pnr #13,,
,42,1:02,23:25,-13,c2z8m,19,zone,,
,43,0:48,23:35,12,TO,10,post up,,
,44,0:39,24:00,-11,TO,15,zone,,
,45,0:20,24:35,1,c4z3m,5,,opp zone,
,45,0:18,24:35,13,c3z1m,13,,opp zone,
,46,0:07,25:20,-6,f,,transition,,
,46,0:07,25:20,-6,f,,transition,,
,47,0:01,24:45,2,TO,1,,,
q2,,10:00,,,sub,,,,3/4/5/12/13
,48,9:42,28:20,-5,c4z2,6,zone,1-3-1,
,49,9:34,28:40,5,c2z6m,16,motion,,
,50,9:25,28:50,-5,TO,18,zone,2-3,
,51,9:16,29:13,3,c1z7m,10,BLOB cross,,
,52,9:02,29:25,-21,TO,10,zone,,
,53,8:55,29:40,3,f,,transition,,
,53,8:55,29:40,3,f,,transition,,
,,8:55,,,sub,,,,3/4/5/9/13
,54,8:36,30:30,-11,c3z6m,4,zone,*,
,54,8:32,30:35,-5,TO,6,zone,,
,55,8:17,30:50,13,c4z1m,9,motion,,
,56,8:02,31:20,-5,c3z5m,9,zone,,
,57,7:52,31:30,5,c3z8m,14,transition,,
,58,7:39,31:45,-11,c3z5m,10,zone,,
,,7:36,,,sub,,,,2/3/4/9/13
,58,7:28,32:20,-11,TO,6,zone,,
,59,7:19,32:30,13,c4z1,18,transition,,
,60,6:44,35:00,-5,TO,1,zone,*,
,61,6:32,35:25,4,c4z1,12,wheel,flip,
,61,6:32,,4,f,wheel,tossback,,
,62,6:10,36:10,-6,c2z8m,4,zone,,
,63,6:07,36:20,13,c3z1m,20,transition,,
,64,6:01,36:25,-5,TO,20,transition,,
,,6:01,,,sub,,,,2/3/4/9/11
,65,5:41,38:15,9,c3z1m,4,,* opp zone,
,66,5:25,38:30,-13,TO,6,zone,,
,67,5:20,38:40,3,c4z1m,19,transition,,
,67,5:12,38:45,4,c2z8m,6,drive+kick,,
,68,4:59,39:00,-10,c2z8,12,zone,* communication,
,69,4:55,39:18,2,c4z8,20,,shooting screen #11,
,70,4:44,39:35,-10,c2z2m,12,zone,,
,71,4:30,39:45,2,c3z6m,10,,* shooting screen #11 same play as poss 69,
,71,4:22,39:55,4,c3z1,5,,*,
,,4:08,,,sub,,,,1/2/8/9/11
,72,4:03,40:35,-5,TO,10,man,,
,73,3:48,40:50,1,c2z8m,8,motion,,
,73,3:42,41:00,9,c2z9m,6,motion,,
,74,3:28,41:20,-5,c3z3m,6,zone,*,
,75,2:56,42:00,11,c3z2m,7,motion,,
,76,2:49,42:20,-11,c4z3m,18,zone,,
,77,2:26,42:40,2,TO,3,* wanted iso/shooting screen again,,
,,2:26,,,sub,,,,1/2/8/9/10
,78,2:13,43:20,-13,c3z9,11,zone,*,
,79,1:48,44:20,9,f,,BLOB dive,,
,79,1:48,44:20,9,f,,BLOB dive,,
,80,1:40,44:55,-13,c3z7m,16,zone,,
,80,1:38,44:55,-10,c3z1m,10,zone,,
,80,1:32,45:30,-13,c3z1,8,zone,,
,81,1:19,45:45,9,c3z1,10,wheel,,
,82,1:14,45:55,-6,TO,19,zone,,
,83,1:11,46:00,10,f,,transition,,
,83,1:11,46:00,10,mf,,transition,,
,84,1:02,46:50,-12,TO,15,zone,,
,85,0:49,49:10,9,c4z1,11,wheel,,
,86,0:19,49:40,-6,TO,2,zone,,
,87,0:02,50:10,2,TO,2,,,
q3,,10:00,,,sub,,,,2/3/4/9/13
,88,9:49,56:40,13,c3z1m,13,motion,opp zone,
,89,9:45,56:50,-10,c3z6,20,transition,,
,90,9:28,57:10,9,c3z4,14,motion,,
,91,8:36,59:45,-6,c4z6m,2,zone,,
,92,8:17,1:00:05,3,c3z3,6,iso,,
,93,8:05,1:00:20,-11,c3z7m,10,zone,,
,93,7:59,1:00:25,-10,c3z3m,10,zone,,
,93,7:55,1:00:30,-10,c3z4m,10,zone,,
,93,7:51,1:00:40,-21,f,,zone,,
,93,7:51,1:00:40,-21,f,,zone,,
,94,7:45,1:01:20,3,TO,21,,opp press,
,95,7:41,1:01:20,-10,TO,21,,,
,96,7:36,1:01:25,3,c4z1,20,transition,,
,97,7:18,1:02:05,-21,c4z1m,4,zone,,
,98,6:53,1:02:30,3,c3z1,5,motion,,
,99,6:47,1:02:35,-10,TO,19,zone,,
,,6:38,,,sub,,,,2/3/8/10/13
,100,6:33,1:03:10,10,c3z1m,12,BLOB dive,,
,101,6:24,1:03:20,-5,c4z4,18,transition,,
,102,6:14,1:03:30,8,TO,18,quick,,
,103,6:07,1:03:55,-12,c1z5,17,zone,,
,104,5:46,1:04:15,13,TO,3,motion,,
,105,5:36,1:04:25,-12,c3z5m,14,zone,,
,106,5:28,1:04:35,2,TO,20,transition,,
,,5:26,,,sub,,,,3/5/8/10/11
,107,5:07,1:05:35,-5,TO,5,zone,,
,108,4:56,1:05:55,8,c2z6m,15,drive+kick,,
,109,4:46,1:06:05,-10,c3z6,14,zone,* recovery time,
,110,4:19,1:06:40,3,c4z7m,2,motion,,
,111,4:08,1:06:50,-21,c3z1m,17,transition,,
,112,4:06,1:06:55,11,TO,22,transition,,
,,4:03,,,sub,,,,2/5/8/9/11
,113,3:59,1:07:35,-13,c4z1m,10,zone,,
,113,3:53,1:07:45,-15,f,,zone,,
,113,3:53,1:07:45,-15,mf,,zone,,
,114,3:40,1:08:25,9,c2z7m,10,motion,,
,115,3:28,1:08:40,-15,TO,12,zone,,
,116,3:02,1:09:20,2,c2z3m,5,wheel,,
,117,2:43,1:09:40,-5,c2z9m,8,zone,,
,117,2:39,1:09:40,-6,c4z3,4,zone,,
,118,2:28,1:10:00,11,c2z6m,14,wheel,flip,
,119,2:02,1:10:20,-15,c3z4,10,zone,,
,120,1:46,1:10:40,5,c2z9m,8,wheel,tossback,
,121,1:32,1:10:50,-12,c4z1m,20,transition,,
,122,1:28,1:10:55,2,c1z5m,18,transition,,
,122,1:25,1:11:00,2,c2z5m,10,,reload shooter,
,123,1:10,1:11:10,-5,c3z3m,20,transition,,
,124,0:50,1:11:30,2,TO,4,motion,*,
,125,0:45,1:11:35,-12,c4z1m,20,transition,,
,126,0:37,1:11:45,5,c2z2,18,transition,,
,127,0:17,1:12:25,-6,TO,4,zone,,
,128,0:13,1:12:30,8,c2z1,20,transition,,
,129,0:01,1:12:40,-12,c4z3m,1,zone,,
q4,,10:00,,,sub,,,,1/3/7/10/13
,130,9:42,1:15:30,-7,TO,4,zone,,
,131,9:19,1:16:10,13,f,,wheel,flip,
,131,9:19,1:16:10,13,mf,,wheel,flip,
,132,9:11,1:16:50,-5,TO,16,zone,,
,133,8:58,1:17:25,1,c3z8m,5,drive+kick,,
,134,8:32,1:18:00,-9,c2z3m,4,zone,,
,134,8:29,1:18:05,-9,c3z1m,10,zone,,
,134,8:24,1:18:10,-10,TO,6,zone,,
,135,8:02,1:19:05,1,c4z8m,2,wheel,flip,
,136,7:46,1:19:35,-9,c4z9m,8,zone,,
,,7:23,,,sub,,,,2/3/7/10/13
,137,7:22,1:20:50,2,TO,14,,*,
,138,7:00,1:21:25,-9,c3z6m,3,zone,,
,139,6:52,1:21:30,3,c3z1m,19,transition,,
,140,6:44,1:21:40,-5,c2z8m,18,transition,,
,141,6:22,1:22:00,13,c4z1m,4,post up,,
,142,6:10,1:22:15,-11,c3z7m,10,zone,,
,143,6:06,1:22:50,10,f,,,,
,143,6:06,1:22:50,10,f,,,,
,,6:06,,,sub,,,,2/3/4/9/11
,144,6:04,1:23:45,-6,TO,18,zone,,
,145,5:48,1:24:00,2,c4z4m,10,,,
,146,5:34,1:24:15,-5,TO,10,zone,,
,147,5:31,1:24:17,3,c4z1m,20,transition,,
,147,5:29,1:24:20,4,c2z1,18,transitin,,
,148,5:02,1:26:25,-15,c4z3m,6,zone,,
,149,4:58,1:26:30,2,c2z8m,20,transition,,
,149,4:43,1:26:45,3,c2z6,8,motion,,
,150,4:30,1:27:00,-5,c2z5m,10,zone,,
,150,4:24,1:27:10,-10,c2z3m,4,zone,,
,,4:20,,,sub,,,,2/4/8/9/11
,150,4:17,1:28:45,-9,c4z8m,4,man,,
,150,4:02,1:29:02,-15,c2z3m,4,zone,,
,151,3:53,1:29:10,2,c2z6m,16,,* shot selection/no need to rush,
,152,3:48,1:29:15,-6,TO,20,transition,,
,153,3:24,1:29:40,11,TO,4,motion,,
,154,3:15,1:29:50,-9,c4z1m,14,man,,
,154,3:10,1:29:50,-9,TO,10,man,,
,,3:10,,,sub,,,,2/4/8/10/13
,155,2:56,1:30:20,10,c2z7m,10,wheel,flip,
,155,2:31,1:32:35,4,c2z5m,5,motion,,
,156,2:16,1:32:50,-5,TO,14,zone,,
,157,2:03,1:33:20,4,c1z5,11,drive+kick,,
,158,1:58,1:33:25,-5,TO,20,zone,,
,159,1:55,1:33:30,2,c2z1,20,transition,,
,160,1:43,1:35:30,-9,c4z6m,12,zone,,
,160,1:33,1:36:00,-6,TO,2,zone,,
,161,1:20,1:36:00,2,c4z3m,11,iso,,
,162,1:10,1:37:05,-5,c3z9m,14,zone,,
,162,1:07,1:37:30,-21,f,,zone,,
,162,1:07,1:37:30,-21,f,,zone,,
,163,1:04,1:39:35,13,TO,20,,,
,164,0:53,1:40:05,-11,c4z4m,12,zone,,
,165,0:50,1:40:05,10,mf,,,technical,
,165,0:46,1:41:00,13,c1z1,20,,beat the press,
,166,0:36,1:41:10,-6,c4z1m,14,zone,,
,166,0:31,1:41:30,-11,TO,10,zone,,
,167,0:28,1:41:40,4,f,,transition,,
,167,0:28,1:41:40,4,mf,,transition,,
,167,0:22,1:42:35,2,c2z8,6,,,
,168,0:14,1:42:45,-5,TO,14,zone,,
,,0:00,,,sub,,,,